Bangla,Chakma
আত্মীয়,কুদুম্
আত্মীয় স্বজন,ইত্তোকুদুম্
আত্মীয়তা,কুদুম্
আত্মীয়তা,গর্বা কুদুম্
আদর,ননেঃই
আদর,আদর্
আদর,মেয়ে
আদর,ল়েই
আদর,কির্বে
আদর,লবিয়ত্
আদা,আদা
আদি,অঝা
আদি,অহ্ত্
আদি,আঝল্
আদুরে,ননেয়েঃ
আদুরে,ননাঃ
আদুরে,ননাঃকাজি
আদুরে,লুলোঙ্যা
আদেশ,উহ্গুম্
আদেশ করা,অহ্জানা
আদেশ করা,বাঝেই দেনা
আদেশ দেওয়া,অহ্জানা
আদেশ দেওয়া,বাঝেই দেনা
আধপাকা,বাদি
আধখানা,আত্ধান্
আধপোড়া,সেজাপোরা
আধা,আধ্
আধা,আধা
আধা,আত্ধান্
আধা খেচড়া,আরাল়াকরলা
আধাপাগল,আরাপাগল্
আধিক্য,বেচ্
আধিক্য,ঝল্লপল্ল
আধিক্য,আলাঝালা
আধিক্য,ঝালাপ্বর্
আনন্দ,হুজি
আনয়ন করা,আনানাঃ
আনা,আনানাঃ
আনারস,আনাচ্
আন্তরিক,চিত্দিঘোল্
আন্দাজ,কিয়েচ্
আন্দাজ,আন্দাজ্
আন্দাজে,উহ্দুম্দুমো
আন্দাজে,আন্দাজে
আন্দোলন,গির্গিরানি
আন্দোলন,তিদিক্ তিদিক্
আন্দোলন,তিদিতিতিক্
আন্দোলন,ইহ্লোনি বিলোনি
আন্দোলিত করা,ধিক্ধিগানা
আন্দোলিত করা,বিজানা
আন্দোলিত করা,পাগানা
আপত্তি,আবিত্তি
আপদ,ফি
আপদ বালাই,ফিবলা
আপদ বিপদ,আপদ্ বিপদ্
আপন,সদর্
আপন,আমন্
আপনজন,ঘোর্বো
আপনজন,আমন মানুচ্
আপনা আপনি,এবাদে
আপনা আপনি,আদে
আপনা আপনি,এনেঃ এনে
আপনা আপনি,আহ্র্বো
আপনা আপনি,গাই গাই
আপনার,ত
আপনার,তমার্
আপনাদের,তমার্
আপনাদের,তমা
আপ্যায়ন,হাবানা দাবানা
আপ্যায়ন,লবিয়ত্
আফসোস,আহ্বিলেচ্
আফসোস,পত্তাপত্তি
আফসোস করা,পত্তানা
আবছা,মরা মরা
আবদার,ননেঃই
আবদার,লুলোং
আবদার,তেনেন্ তেনেন্
আবদ্ধ,ধিপ্
আবদ্ধ,ধিপ্যা
আবদ্ধ,ধেপ্পো
আবদ্ধ,বান্যা
আবদ্ধ,বানাঃবান্যা
আবর্জনা,কাজর্
আবর্জনা,আধং
আবর্জনা,লাদুরুং ঘাদুরুং
আবর্জনা,ফেজা
আবর্জনা,ফেজাকজা
আবর্জনা,আরা
আবর্জনা,আরাকরা
আবর্ত,ঘুল্
আবর্ত,পাক্
আবর্ত,মোঃর্
আবর্ত,ঘুল্
আবহাওয়া,দেবা
আবহাওয়া,আহ্বা
আবাদী ভূমি/জমি,ধলা জাগা
আবাস,ঘর্
আবাস,কুল্
আবাসস্থল,ঘর্
আবাসস্থল,আহ্রি
আবৃত করা,ঢাগানা 
আবেশ,পুদুং পাদাং
আবোল তাবোল,ফুলুফালা
আভাস,ভ
আভাস,সার্
আভাস পাওয়া,ল়ে গরানা
আম,আম্
আমন্ত্রণ,ফাং
আমন্ত্রণ জানানো,বলানা
আমন্ত্রণ জানানো,বাত্তানা
আমরা,আমি
আমল,আমল্
আমলকি,অমলদি
আমলকি,অমলতি
আমলকি,কাদাম়লা
আমড়া,আম্রা
আমড়া,আম্রাগুলো
আমাকে,মেঃ
আমাকে,মরেঃ
আমাকে,মেরেঃ
আমাকে,মরেঃ
আমার,মর্
আমার,ম
আমি,মুই
আমুদে,নাগর্
আমুদে,নাগচ্যা
আমুদে,নাগরি
আর,আ
আর,আর
আর্তনাদ,হদা জগার্
আর্তনাদ,কেং কেং
আর্তনাদ,রোং
আর্তনাদ,রেং
আর্তনাদ করা,রোং কারানাঃ
আর্দ্র,অদা
আরম্ভ,সাত্
আরম্ভ করা,বাজানাঃ
আরাম,সচ্রম্
আরে!,মোঃ
আরে!,আঃ
আরম্ভ করা,ধরানা
আরাম,সুন্জুক্
আরেকটু হলে,কাঝেকিচ্চে
আরোপ করা,লিবানা
আরোপ করা,লিবি দেনা
আরোপ করা,টাঙানা
আলখাল্লা,জম্বুল্
আলগা,ঝরা
আলগা,সচ্
আলগা,আলক্
আলগা,আল্গা
আলপিন,পিন্সুচ্
আলপিন,সুচ্পিন্
আলমারি,আল্মারি
আলসার,ঘা
আলসার,ঘবা
আলাদা,হিরিচ্
আলাদা,জুদো
আলাদা,ফারক্
আলাদা,বেলক্
আলাদা,জগদাং
আলাপ,মাদাবুলো
আলাপ,মাদামাদি
আলাপ করা,মাদানা
আলাপসালাপ,পুদুপাদা
আলাপসালাপ,গপ্সপ্
আলি,আত্থু
আলি,এল্
আলিঙ্গন,আজা
আলিঙ্গনাবদ্ধ,আজাআচ্যা
আলিঙ্গনাবদ্ধ,আজাআজি
আলু,আলু
আলুনি,আনুনি
আলো,পঃর্
আলোকিত,ফদাংতাং 
আলোকিত,পঃর্
আলোকিত,পঃর্
আলোচনা,তেন্মাং
আলোচনা,তেম্মাং
আল্লাহ,হদা
আল্লাহ,আল্লা
আশংকা,চোক্ চোক্
আশংকা,চিদে
আশকারা,ল়েই
আশা,ধারোচ্
আশা,মন্ঝুক্
আশা,আহ্ওচ্
আশেপাশে,আদেকাঝে
আশ্বিন মাস,আঝিন্ ম়াচ্
আশীষ,বর্
আশীষ,বত্তা
আর্শীবাদ,বত্তা
আর্শীবাদ,বর্
আর্শীবাদ,সেপ্বত্তা
আর্শীবাদ,সেপ্বর্
আশ্রয়,গাঝা
আশ্রয়,সুওহ্
আশ্রয় নেওয়া,মুর্গুজানা
আশ্রয়হীন,ইহ্লে ইহ্লে বিলে বিলে
আষাঢ়,আঝার্ ম়াচ্
আসছে,এজেত্তে
আসল,জাত্যা
আসল,জদবদে
আসল,জেত্
আসল,আঝল্
আসল,আরাং
আসলে,আলাঝে
আসলে,অনিঃ
আসলে,অ
আসলে,অহ্দেই
আসলেই,জাত্যা
আসলেই,জদবদে
আসলেই,এক্কে
আসলেই,দোথ্যা
আসক্ত হওয়া,পার্ বাজানাঃ
আসক্তি,পালং
আসা,এজানাঃ
আসা যাওয়া,এজানা যানা
আসা যাওয়া,উজোনি লামনি
আস্ত,গত্তাল্
আস্ত,নিদেন্
আস্ত,গদা গদা
আস্তরণ,কর্
আস্তরণ,কেয়্
আস্তরণ,ঘেরেং
আস্তরণ,সর্
আস্তানা,বাঃ
আস্তে,জুচ্
আস্তে,জুচ্ জুচ্
আস্তে,লারেঃ
আষ্টেপৃষ্ঠে,আজাবদে
আষ্টেপৃষ্ঠে,বাঙমচ্যা
আষ্টেপৃষ্ঠে,বেরেঃকোরে
আস্ফালন করা,পাজানা
আস্ফালন করা,ফাল্লানা
আহত,ঘবা
আহত,রুক্যা
আহার,আধার্
আহ্বান,ডাগনি
আহ্বান করা,ডাগানা
আহ্বান করা,বাত্তানা
আহ্বান করা,বলানা
আহ্বায়ক,ডাগিয়ে
